ComplaintID,ComplaintText,Category,UrgencyLevel,Sentiment,Authority
7371,This is a complaint about Electricity issue.,Electricity,High,Negative,Public Works
7372,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Waste Management Division
7373,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Waste Management Division
7374,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Waste Management Division
7375,This is a complaint about Road Damage issue.,Waste Management,Low,Negative,Water Department
7376,This is a complaint about Waste Management issue.,Waste Management,Medium,Negative,Water Department
7377,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Water Department
7378,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Waste Management Division
7379,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Waste Management Division
7380,This is a complaint about Waste Management issue.,Road Damage,High,Negative,Electricity Board
7381,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Public Works
7382,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Waste Management Division
7383,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Water Department
7384,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Public Works
7385,This is a complaint about Water Supply issue.,Road Damage,High,Neutral,Water Department
7386,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Electricity Board
7387,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Public Works
7388,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Waste Management Division
7389,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Public Works
7390,This is a complaint about Road Damage issue.,Road Damage,Medium,Neutral,Waste Management Division
7391,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Water Department
7392,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Waste Management Division
7393,This is a complaint about Road Damage issue.,Water Supply,Low,Negative,Public Works
7394,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Water Department
7395,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Public Works
7396,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Public Works
7397,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Water Department
7398,This is a complaint about Water Supply issue.,Water Supply,Medium,Neutral,Public Works
7399,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Waste Management Division
7400,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Electricity Board
7401,This is a complaint about Electricity issue.,Waste Management,High,Neutral,Waste Management Division
7402,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Waste Management Division
7403,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Water Department
7404,This is a complaint about Road Damage issue.,Road Damage,Medium,Positive,Waste Management Division
7405,This is a complaint about Electricity issue.,Water Supply,Low,Negative,Public Works
7406,This is a complaint about Road Damage issue.,Road Damage,Medium,Negative,Public Works
7407,This is a complaint about Waste Management issue.,Water Supply,High,Negative,Electricity Board
7408,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Water Department
7409,This is a complaint about Road Damage issue.,Electricity,High,Negative,Public Works
7410,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Public Works
7411,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Waste Management Division
7412,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Electricity Board
7413,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Public Works
7414,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Water Department
7415,This is a complaint about Electricity issue.,Electricity,Medium,Positive,Waste Management Division
7416,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Electricity Board
7417,This is a complaint about Electricity issue.,Road Damage,High,Positive,Electricity Board
7418,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Water Department
7419,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Electricity Board
7420,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Waste Management Division
7421,This is a complaint about Waste Management issue.,Water Supply,Low,Positive,Electricity Board
7422,This is a complaint about Water Supply issue.,Electricity,High,Negative,Electricity Board
7423,This is a complaint about Road Damage issue.,Electricity,Medium,Neutral,Waste Management Division
7424,This is a complaint about Road Damage issue.,Electricity,High,Positive,Waste Management Division
7425,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Waste Management Division
7426,This is a complaint about Road Damage issue.,Road Damage,Low,Negative,Public Works
7427,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Electricity Board
7428,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Water Department
7429,This is a complaint about Waste Management issue.,Electricity,High,Neutral,Waste Management Division
7430,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Waste Management Division
7431,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Water Department
7432,This is a complaint about Road Damage issue.,Water Supply,High,Negative,Electricity Board
7433,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Water Department
7434,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Waste Management Division
7435,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Public Works
7436,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Public Works
7437,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Electricity Board
7438,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Electricity Board
7439,This is a complaint about Waste Management issue.,Waste Management,Medium,Neutral,Water Department
7440,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Public Works
7441,This is a complaint about Water Supply issue.,Road Damage,Medium,Positive,Water Department
7442,This is a complaint about Electricity issue.,Electricity,Medium,Neutral,Waste Management Division
7443,This is a complaint about Waste Management issue.,Electricity,Medium,Positive,Public Works
7444,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Water Department
7445,This is a complaint about Electricity issue.,Electricity,High,Neutral,Waste Management Division
7446,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Water Department
7447,This is a complaint about Waste Management issue.,Waste Management,High,Negative,Public Works
7448,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Public Works
7449,This is a complaint about Water Supply issue.,Road Damage,High,Negative,Waste Management Division
7450,This is a complaint about Electricity issue.,Water Supply,High,Negative,Public Works
7451,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Water Department
7452,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Public Works
7453,This is a complaint about Electricity issue.,Electricity,Medium,Negative,Waste Management Division
7454,This is a complaint about Electricity issue.,Waste Management,Medium,Positive,Public Works
7455,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Waste Management Division
7456,This is a complaint about Electricity issue.,Water Supply,Medium,Positive,Waste Management Division
7457,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Water Department
7458,This is a complaint about Road Damage issue.,Road Damage,Medium,Positive,Waste Management Division
7459,This is a complaint about Road Damage issue.,Electricity,High,Neutral,Public Works
7460,This is a complaint about Waste Management issue.,Waste Management,Medium,Neutral,Water Department
7461,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Waste Management Division
7462,This is a complaint about Electricity issue.,Water Supply,Medium,Neutral,Electricity Board
7463,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Waste Management Division
7464,This is a complaint about Waste Management issue.,Electricity,High,Negative,Water Department
7465,This is a complaint about Waste Management issue.,Waste Management,Medium,Positive,Water Department
